district,disaster_type,severity,season,num_households,avg_damage_level,pct_elderly,pct_children_u5,pct_disabled,avg_household_size,total_funding
Mokhotlong,Heavy Rainfall,Moderate,Winter,107,2.7,0.17,0.24,0.1,8.0,3537000
Maseru,Drought,Low,Autumn,40,1.73,0.08,0.12,0.05,4.5,259500
Mohale's Hoek,Strong Winds,Low,Summer,23,2.65,0.13,0.19,0.07,6.0,796500
Mohale's Hoek,Heavy Rainfall,Critical,Autumn,222,2.8,0.13,0.19,0.07,6.0,8233000
Thaba-Tseka,Heavy Rainfall,Moderate,Spring,135,2.93,0.16,0.23,0.09,7.5,6763500
Butha-Buthe,Heavy Rainfall,Critical,Winter,201,2.74,0.14,0.19,0.08,6.5,7384500
Berea,Strong Winds,Low,Winter,43,2.67,0.1,0.15,0.06,5.5,1753000
Leribe,Heavy Rainfall,Low,Winter,34,2.74,0.11,0.16,0.06,5.5,1189500
Mokhotlong,Strong Winds,Low,Summer,19,2.79,0.17,0.24,0.1,8.0,571500
Leribe,Drought,Low,Summer,25,1.8,0.11,0.16,0.06,5.5,175500
Berea,Drought,Critical,Summer,362,1.64,0.1,0.15,0.06,5.5,2402000
Quthing,Strong Winds,Moderate,Summer,93,2.74,0.14,0.2,0.08,7.0,3802000
Butha-Buthe,Strong Winds,Moderate,Spring,83,2.51,0.14,0.19,0.08,6.5,2592500
Berea,Drought,Low,Winter,37,1.76,0.1,0.15,0.06,5.5,237000
Mohale's Hoek,Heavy Rainfall,Critical,Summer,210,2.8,0.13,0.19,0.07,6.0,8598000
Maseru,Drought,Critical,Spring,399,1.6,0.08,0.12,0.05,4.5,2334500
Mafeteng,Strong Winds,Moderate,Autumn,164,2.6,0.12,0.18,0.07,6.0,5951000
Mokhotlong,Drought,Critical,Summer,250,1.62,0.17,0.24,0.1,8.0,1776000
Thaba-Tseka,Strong Winds,Moderate,Spring,143,2.45,0.16,0.23,0.09,7.5,4753500
Mohale's Hoek,Heavy Rainfall,Low,Winter,49,2.84,0.13,0.19,0.07,6.0,1928500
Mohale's Hoek,Heavy Rainfall,Critical,Summer,440,2.71,0.13,0.19,0.07,6.0,14411000
Thaba-Tseka,Drought,Moderate,Spring,152,1.68,0.16,0.23,0.09,7.5,1122500
Berea,Strong Winds,Moderate,Autumn,161,2.57,0.1,0.15,0.06,5.5,6304000
Mohale's Hoek,Strong Winds,Critical,Autumn,241,2.56,0.13,0.19,0.07,6.0,7878000
Mohale's Hoek,Heavy Rainfall,Low,Autumn,37,3.05,0.13,0.19,0.07,6.0,1448500
Thaba-Tseka,Heavy Rainfall,Low,Spring,29,2.76,0.16,0.23,0.09,7.5,878000
Berea,Drought,Low,Autumn,40,1.65,0.1,0.15,0.06,5.5,259500
Quthing,Heavy Rainfall,Moderate,Autumn,176,2.67,0.14,0.2,0.08,7.0,6467000
Mafeteng,Strong Winds,Moderate,Winter,55,2.84,0.12,0.18,0.07,6.0,2586000
Thaba-Tseka,Strong Winds,Low,Winter,20,2.65,0.16,0.23,0.09,7.5,655500
Mokhotlong,Heavy Rainfall,Critical,Spring,393,2.8,0.17,0.24,0.1,8.0,14861000
Quthing,Strong Winds,Moderate,Autumn,127,2.67,0.14,0.2,0.08,7.0,5151000
Mohale's Hoek,Heavy Rainfall,Low,Spring,38,2.74,0.13,0.19,0.07,6.0,1177000
Berea,Heavy Rainfall,Low,Summer,30,2.9,0.1,0.15,0.06,5.5,1358500
Leribe,Drought,Low,Winter,28,1.64,0.11,0.16,0.06,5.5,188000
Qacha's Nek,Heavy Rainfall,Low,Winter,12,2.92,0.15,0.22,0.09,7.0,677000
Berea,Heavy Rainfall,Critical,Winter,402,2.77,0.1,0.15,0.06,5.5,15277500
Thaba-Tseka,Heavy Rainfall,Critical,Spring,478,2.79,0.16,0.23,0.09,7.5,19592000
Mohale's Hoek,Strong Winds,Moderate,Summer,165,2.58,0.13,0.19,0.07,6.0,6023000
Quthing,Drought,Critical,Summer,436,1.56,0.14,0.2,0.08,7.0,2961000
Mafeteng,Heavy Rainfall,Critical,Spring,319,2.88,0.12,0.18,0.07,6.0,12794000
Maseru,Strong Winds,Moderate,Summer,89,2.65,0.08,0.12,0.05,4.5,3680000
Berea,Strong Winds,Critical,Winter,400,2.56,0.1,0.15,0.06,5.5,15361500
Thaba-Tseka,Strong Winds,Critical,Spring,435,2.66,0.16,0.23,0.09,7.5,16970000
Berea,Heavy Rainfall,Critical,Autumn,293,2.81,0.1,0.15,0.06,5.5,11901500
Thaba-Tseka,Drought,Moderate,Spring,159,1.69,0.16,0.23,0.09,7.5,1140000
Maseru,Heavy Rainfall,Moderate,Winter,142,2.87,0.08,0.12,0.05,4.5,6213000
Maseru,Strong Winds,Critical,Autumn,319,2.62,0.08,0.12,0.05,4.5,12135000
Quthing,Heavy Rainfall,Low,Winter,28,2.68,0.14,0.2,0.08,7.0,768000
Thaba-Tseka,Heavy Rainfall,Low,Winter,32,2.94,0.16,0.23,0.09,7.5,1539500
Leribe,Strong Winds,Low,Winter,46,2.48,0.11,0.16,0.06,5.5,1538000
Berea,Strong Winds,Low,Autumn,50,2.78,0.1,0.15,0.06,5.5,2034000
Mokhotlong,Strong Winds,Low,Spring,18,2.72,0.17,0.24,0.1,8.0,973000
Maseru,Heavy Rainfall,Critical,Autumn,249,2.71,0.08,0.12,0.05,4.5,9521000
Qacha's Nek,Heavy Rainfall,Critical,Spring,333,2.83,0.15,0.22,0.09,7.0,13103500
Qacha's Nek,Strong Winds,Moderate,Spring,167,2.59,0.15,0.22,0.09,7.0,6592000
Thaba-Tseka,Drought,Critical,Autumn,445,1.61,0.16,0.23,0.09,7.5,3081500
Mokhotlong,Heavy Rainfall,Moderate,Summer,154,2.78,0.17,0.24,0.1,8.0,5833500
Qacha's Nek,Strong Winds,Critical,Spring,311,2.61,0.15,0.22,0.09,7.0,11674500
Berea,Heavy Rainfall,Critical,Autumn,392,2.8,0.1,0.15,0.06,5.5,13679000
Thaba-Tseka,Drought,Low,Winter,33,1.52,0.16,0.23,0.09,7.5,205500
Thaba-Tseka,Drought,Moderate,Winter,80,1.6,0.16,0.23,0.09,7.5,575000
Qacha's Nek,Heavy Rainfall,Low,Summer,20,2.85,0.15,0.22,0.09,7.0,846500
Thaba-Tseka,Drought,Moderate,Autumn,112,1.61,0.16,0.23,0.09,7.5,804000
Qacha's Nek,Heavy Rainfall,Low,Autumn,37,2.86,0.15,0.22,0.09,7.0,1307000
Mokhotlong,Heavy Rainfall,Moderate,Winter,146,2.84,0.17,0.24,0.1,8.0,5581500
Qacha's Nek,Heavy Rainfall,Low,Autumn,24,2.79,0.15,0.22,0.09,7.0,759000
Mohale's Hoek,Heavy Rainfall,Critical,Summer,455,2.77,0.13,0.19,0.07,6.0,17397500
Quthing,Drought,Moderate,Winter,53,1.58,0.14,0.2,0.08,7.0,364000
Quthing,Drought,Moderate,Spring,111,1.6,0.14,0.2,0.08,7.0,790500
Berea,Drought,Low,Spring,37,1.73,0.1,0.15,0.06,5.5,241000
Mohale's Hoek,Strong Winds,Moderate,Autumn,154,2.6,0.13,0.19,0.07,6.0,5348000
Mafeteng,Heavy Rainfall,Moderate,Autumn,117,2.8,0.12,0.18,0.07,6.0,4358000
Thaba-Tseka,Drought,Moderate,Autumn,75,1.65,0.16,0.23,0.09,7.5,547000
Butha-Buthe,Drought,Low,Autumn,47,1.74,0.14,0.19,0.08,6.5,337500
Quthing,Drought,Moderate,Spring,65,1.6,0.14,0.2,0.08,7.0,452500
Thaba-Tseka,Drought,Critical,Summer,342,1.57,0.16,0.23,0.09,7.5,2385500
Maseru,Drought,Low,Autumn,21,1.52,0.08,0.12,0.05,4.5,131000
Maseru,Heavy Rainfall,Critical,Summer,314,2.8,0.08,0.12,0.05,4.5,11796500
Maseru,Drought,Moderate,Autumn,81,1.62,0.08,0.12,0.05,4.5,475000
Leribe,Heavy Rainfall,Moderate,Spring,185,2.88,0.11,0.16,0.06,5.5,7975000
Qacha's Nek,Strong Winds,Critical,Spring,389,2.67,0.15,0.22,0.09,7.0,14702000
Maseru,Strong Winds,Critical,Summer,399,2.7,0.08,0.12,0.05,4.5,16474000
Qacha's Nek,Drought,Moderate,Winter,135,1.61,0.15,0.22,0.09,7.0,941000
Butha-Buthe,Strong Winds,Moderate,Summer,62,2.71,0.14,0.19,0.08,6.5,2659000
Mokhotlong,Drought,Low,Summer,33,1.7,0.17,0.24,0.1,8.0,250000
Mohale's Hoek,Strong Winds,Moderate,Spring,91,2.54,0.13,0.19,0.07,6.0,3386500
Berea,Strong Winds,Critical,Spring,377,2.63,0.1,0.15,0.06,5.5,13296500
Leribe,Drought,Critical,Winter,476,1.58,0.11,0.16,0.06,5.5,3097500
Quthing,Strong Winds,Moderate,Winter,98,2.58,0.14,0.2,0.08,7.0,3376000
Qacha's Nek,Drought,Low,Winter,39,1.72,0.15,0.22,0.09,7.0,290500
Qacha's Nek,Strong Winds,Critical,Spring,331,2.64,0.15,0.22,0.09,7.0,12371500
Maseru,Heavy Rainfall,Moderate,Spring,158,2.75,0.08,0.12,0.05,4.5,5734000
Berea,Strong Winds,Moderate,Summer,83,2.66,0.1,0.15,0.06,5.5,3415000
Berea,Heavy Rainfall,Moderate,Summer,185,2.82,0.1,0.15,0.06,5.5,6898000
Qacha's Nek,Drought,Critical,Spring,404,1.65,0.15,0.22,0.09,7.0,2865500
Butha-Buthe,Drought,Low,Summer,42,1.76,0.14,0.19,0.08,6.5,307500
Qacha's Nek,Heavy Rainfall,Critical,Winter,494,2.79,0.15,0.22,0.09,7.0,18516000
Quthing,Heavy Rainfall,Critical,Spring,436,2.77,0.14,0.2,0.08,7.0,17214000
Quthing,Strong Winds,Critical,Summer,473,2.56,0.14,0.2,0.08,7.0,17446000
Thaba-Tseka,Drought,Low,Autumn,33,1.58,0.16,0.23,0.09,7.5,235000
Berea,Strong Winds,Critical,Winter,480,2.55,0.1,0.15,0.06,5.5,17154500
Leribe,Drought,Critical,Summer,281,1.63,0.11,0.16,0.06,5.5,1794500
Thaba-Tseka,Heavy Rainfall,Low,Winter,31,2.9,0.16,0.23,0.09,7.5,1005000
Berea,Drought,Moderate,Summer,178,1.54,0.1,0.15,0.06,5.5,1203500
Quthing,Strong Winds,Moderate,Winter,142,2.65,0.14,0.2,0.08,7.0,6185000
Thaba-Tseka,Heavy Rainfall,Low,Spring,28,2.75,0.16,0.23,0.09,7.5,1139500
Quthing,Strong Winds,Critical,Autumn,396,2.55,0.14,0.2,0.08,7.0,14864500
Leribe,Heavy Rainfall,Moderate,Autumn,64,2.75,0.11,0.16,0.06,5.5,2512500
Maseru,Heavy Rainfall,Critical,Winter,208,2.69,0.08,0.12,0.05,4.5,7311000
Mokhotlong,Heavy Rainfall,Low,Winter,15,2.6,0.17,0.24,0.1,8.0,397000
Maseru,Heavy Rainfall,Low,Spring,49,2.78,0.08,0.12,0.05,4.5,1882000
Leribe,Strong Winds,Moderate,Summer,196,2.48,0.11,0.16,0.06,5.5,6599000
Qacha's Nek,Heavy Rainfall,Critical,Spring,264,2.86,0.15,0.22,0.09,7.0,11333000
Qacha's Nek,Strong Winds,Moderate,Winter,96,2.65,0.15,0.22,0.09,7.0,3869500
Maseru,Strong Winds,Critical,Summer,397,2.61,0.08,0.12,0.05,4.5,14516500
Mokhotlong,Heavy Rainfall,Critical,Summer,353,2.72,0.17,0.24,0.1,8.0,11573000
Quthing,Heavy Rainfall,Low,Autumn,41,2.73,0.14,0.2,0.08,7.0,1692000
Leribe,Heavy Rainfall,Low,Autumn,21,2.95,0.11,0.16,0.06,5.5,766500
Mafeteng,Heavy Rainfall,Moderate,Autumn,81,2.88,0.12,0.18,0.07,6.0,3920000
Maseru,Strong Winds,Low,Spring,47,2.51,0.08,0.12,0.05,4.5,1807500
Mokhotlong,Drought,Moderate,Winter,97,1.52,0.17,0.24,0.1,8.0,679500
Leribe,Strong Winds,Critical,Spring,317,2.62,0.11,0.16,0.06,5.5,12494500
Mafeteng,Drought,Critical,Spring,358,1.58,0.12,0.18,0.07,6.0,2396500
Mokhotlong,Strong Winds,Low,Spring,18,2.39,0.17,0.24,0.1,8.0,581000
Mafeteng,Drought,Critical,Summer,301,1.61,0.12,0.18,0.07,6.0,2023500
Mohale's Hoek,Strong Winds,Moderate,Autumn,79,2.77,0.13,0.19,0.07,6.0,3488000
Maseru,Heavy Rainfall,Moderate,Summer,137,2.78,0.08,0.12,0.05,4.5,5240000
Thaba-Tseka,Heavy Rainfall,Critical,Winter,372,2.74,0.16,0.23,0.09,7.5,14505500
Berea,Heavy Rainfall,Low,Spring,43,2.84,0.1,0.15,0.06,5.5,1155500
Maseru,Heavy Rainfall,Critical,Winter,231,2.89,0.08,0.12,0.05,4.5,9009000
Berea,Drought,Critical,Spring,362,1.58,0.1,0.15,0.06,5.5,2399500
Maseru,Strong Winds,Moderate,Autumn,64,2.52,0.08,0.12,0.05,4.5,2444000
Mokhotlong,Strong Winds,Moderate,Spring,185,2.58,0.17,0.24,0.1,8.0,6863500
Qacha's Nek,Strong Winds,Critical,Spring,473,2.54,0.15,0.22,0.09,7.0,16735000
Qacha's Nek,Strong Winds,Critical,Spring,298,2.67,0.15,0.22,0.09,7.0,12597500
Mafeteng,Heavy Rainfall,Critical,Winter,306,2.76,0.12,0.18,0.07,6.0,11518000
Qacha's Nek,Heavy Rainfall,Critical,Winter,415,2.83,0.15,0.22,0.09,7.0,15048000
Leribe,Heavy Rainfall,Low,Spring,26,2.96,0.11,0.16,0.06,5.5,1141500
Mokhotlong,Heavy Rainfall,Moderate,Autumn,164,2.77,0.17,0.24,0.1,8.0,6217000
Thaba-Tseka,Heavy Rainfall,Critical,Spring,417,2.77,0.16,0.23,0.09,7.5,16678000
Maseru,Drought,Critical,Winter,350,1.59,0.08,0.12,0.05,4.5,2103500
Butha-Buthe,Strong Winds,Low,Winter,34,2.47,0.14,0.19,0.08,6.5,1005000
Qacha's Nek,Drought,Moderate,Winter,123,1.63,0.15,0.22,0.09,7.0,863000
Mokhotlong,Drought,Low,Autumn,40,1.6,0.17,0.24,0.1,8.0,287000
Butha-Buthe,Heavy Rainfall,Critical,Autumn,484,2.77,0.14,0.19,0.08,6.5,18198500
Qacha's Nek,Drought,Moderate,Autumn,130,1.59,0.15,0.22,0.09,7.0,947500
Maseru,Drought,Moderate,Winter,91,1.7,0.08,0.12,0.05,4.5,557000
Mohale's Hoek,Drought,Critical,Autumn,417,1.63,0.13,0.19,0.07,6.0,2869500
Butha-Buthe,Strong Winds,Moderate,Autumn,98,2.53,0.14,0.19,0.08,6.5,3111500
Quthing,Drought,Critical,Spring,487,1.57,0.14,0.2,0.08,7.0,3310500
Butha-Buthe,Heavy Rainfall,Moderate,Autumn,56,2.84,0.14,0.19,0.08,6.5,2202000
Quthing,Drought,Low,Winter,38,1.45,0.14,0.2,0.08,7.0,224500
Maseru,Heavy Rainfall,Low,Summer,19,2.89,0.08,0.12,0.05,4.5,992000
Maseru,Heavy Rainfall,Low,Winter,49,2.55,0.08,0.12,0.05,4.5,1941000
Maseru,Strong Winds,Moderate,Winter,83,2.54,0.08,0.12,0.05,4.5,2907000
Leribe,Drought,Critical,Spring,233,1.61,0.11,0.16,0.06,5.5,1458500
Qacha's Nek,Heavy Rainfall,Moderate,Winter,133,2.77,0.15,0.22,0.09,7.0,4504500
Qacha's Nek,Drought,Critical,Summer,480,1.61,0.15,0.22,0.09,7.0,3311000
Leribe,Strong Winds,Critical,Winter,498,2.62,0.11,0.16,0.06,5.5,19379500
Butha-Buthe,Drought,Critical,Summer,482,1.6,0.14,0.19,0.08,6.5,3343500
Mafeteng,Heavy Rainfall,Low,Autumn,44,2.8,0.12,0.18,0.07,6.0,1736500
Qacha's Nek,Heavy Rainfall,Moderate,Spring,192,2.82,0.15,0.22,0.09,7.0,8460500
Berea,Heavy Rainfall,Moderate,Autumn,111,2.92,0.1,0.15,0.06,5.5,4716500
Qacha's Nek,Heavy Rainfall,Low,Autumn,14,2.79,0.15,0.22,0.09,7.0,864500
Qacha's Nek,Heavy Rainfall,Low,Summer,27,2.96,0.15,0.22,0.09,7.0,1272500
Maseru,Heavy Rainfall,Moderate,Winter,102,2.75,0.08,0.12,0.05,4.5,2751000
Thaba-Tseka,Heavy Rainfall,Low,Spring,40,2.88,0.16,0.23,0.09,7.5,1998000
Quthing,Heavy Rainfall,Critical,Autumn,320,2.83,0.14,0.2,0.08,7.0,13136500
Mohale's Hoek,Drought,Critical,Winter,312,1.55,0.13,0.19,0.07,6.0,2163000
Leribe,Drought,Moderate,Summer,134,1.59,0.11,0.16,0.06,5.5,866000
Thaba-Tseka,Heavy Rainfall,Critical,Winter,382,2.9,0.16,0.23,0.09,7.5,16786500
Qacha's Nek,Strong Winds,Low,Winter,14,2.5,0.15,0.22,0.09,7.0,409000
Thaba-Tseka,Drought,Critical,Winter,323,1.57,0.16,0.23,0.09,7.5,2258000
Thaba-Tseka,Strong Winds,Moderate,Autumn,159,2.49,0.16,0.23,0.09,7.5,5388000
Mafeteng,Strong Winds,Moderate,Autumn,131,2.63,0.12,0.18,0.07,6.0,4553000
Berea,Strong Winds,Low,Summer,21,2.62,0.1,0.15,0.06,5.5,713500
Maseru,Drought,Critical,Winter,343,1.64,0.08,0.12,0.05,4.5,2090500
Mokhotlong,Heavy Rainfall,Moderate,Spring,88,2.97,0.17,0.24,0.1,8.0,4079000
Mohale's Hoek,Strong Winds,Low,Autumn,27,3.04,0.13,0.19,0.07,6.0,1477000
Quthing,Heavy Rainfall,Low,Winter,49,2.78,0.14,0.2,0.08,7.0,1772500
Butha-Buthe,Heavy Rainfall,Low,Spring,25,2.96,0.14,0.19,0.08,6.5,1174000
Butha-Buthe,Drought,Low,Autumn,21,1.67,0.14,0.19,0.08,6.5,149000
Mohale's Hoek,Heavy Rainfall,Critical,Winter,339,2.81,0.13,0.19,0.07,6.0,13191500
Maseru,Strong Winds,Moderate,Winter,198,2.61,0.08,0.12,0.05,4.5,6901500
Mokhotlong,Strong Winds,Low,Summer,46,2.33,0.17,0.24,0.1,8.0,1400000
Thaba-Tseka,Drought,Low,Winter,48,1.81,0.16,0.23,0.09,7.5,342000
Thaba-Tseka,Heavy Rainfall,Critical,Autumn,339,2.79,0.16,0.23,0.09,7.5,14460000
Mafeteng,Strong Winds,Low,Spring,34,2.53,0.12,0.18,0.07,6.0,1426500
Berea,Heavy Rainfall,Moderate,Winter,72,2.9,0.1,0.15,0.06,5.5,2925000
Maseru,Drought,Low,Autumn,42,1.64,0.08,0.12,0.05,4.5,262000
Mohale's Hoek,Drought,Moderate,Spring,176,1.68,0.13,0.19,0.07,6.0,1195500
Butha-Buthe,Strong Winds,Critical,Winter,439,2.64,0.14,0.19,0.08,6.5,16495000
Leribe,Strong Winds,Low,Winter,23,2.43,0.11,0.16,0.06,5.5,680000
Mokhotlong,Drought,Low,Winter,48,1.65,0.17,0.24,0.1,8.0,330500
Mafeteng,Strong Winds,Moderate,Spring,154,2.75,0.12,0.18,0.07,6.0,6298000
Thaba-Tseka,Heavy Rainfall,Low,Summer,39,3.03,0.16,0.23,0.09,7.5,2013500
Leribe,Heavy Rainfall,Moderate,Winter,63,2.92,0.11,0.16,0.06,5.5,2440000
Quthing,Strong Winds,Moderate,Autumn,95,2.51,0.14,0.2,0.08,7.0,3400000
Mohale's Hoek,Heavy Rainfall,Critical,Spring,389,2.77,0.13,0.19,0.07,6.0,14403000
Mohale's Hoek,Heavy Rainfall,Moderate,Summer,110,2.75,0.13,0.19,0.07,6.0,4584000
Mokhotlong,Heavy Rainfall,Low,Summer,39,2.72,0.17,0.24,0.1,8.0,1606000
Thaba-Tseka,Heavy Rainfall,Critical,Autumn,250,2.81,0.16,0.23,0.09,7.5,10077500
Leribe,Strong Winds,Critical,Spring,298,2.65,0.11,0.16,0.06,5.5,11401500
Butha-Buthe,Drought,Moderate,Summer,127,1.71,0.14,0.19,0.08,6.5,867500
Mafeteng,Heavy Rainfall,Moderate,Winter,61,2.79,0.12,0.18,0.07,6.0,2231000
Mohale's Hoek,Drought,Low,Winter,31,1.68,0.13,0.19,0.07,6.0,207500
Thaba-Tseka,Strong Winds,Critical,Winter,313,2.62,0.16,0.23,0.09,7.5,12254000
Mohale's Hoek,Heavy Rainfall,Critical,Spring,323,2.84,0.13,0.19,0.07,6.0,13340500
Mokhotlong,Drought,Critical,Autumn,405,1.62,0.17,0.24,0.1,8.0,2843500
Leribe,Heavy Rainfall,Moderate,Autumn,129,2.71,0.11,0.16,0.06,5.5,4452500
Thaba-Tseka,Strong Winds,Moderate,Spring,115,2.65,0.16,0.23,0.09,7.5,4308000
Leribe,Drought,Low,Autumn,18,1.5,0.11,0.16,0.06,5.5,101500
Berea,Drought,Moderate,Winter,172,1.56,0.1,0.15,0.06,5.5,1082500
Thaba-Tseka,Drought,Low,Autumn,48,1.48,0.16,0.23,0.09,7.5,338000
Thaba-Tseka,Heavy Rainfall,Critical,Autumn,206,2.84,0.16,0.23,0.09,7.5,8488500
Maseru,Strong Winds,Low,Autumn,33,2.64,0.08,0.12,0.05,4.5,1209500
Maseru,Heavy Rainfall,Moderate,Autumn,92,2.67,0.08,0.12,0.05,4.5,3521000
Mafeteng,Drought,Moderate,Spring,142,1.61,0.12,0.18,0.07,6.0,966500
Mafeteng,Strong Winds,Moderate,Autumn,150,2.69,0.12,0.18,0.07,6.0,5191500
Leribe,Drought,Low,Autumn,50,1.74,0.11,0.16,0.06,5.5,343000
Quthing,Heavy Rainfall,Low,Spring,30,2.57,0.14,0.2,0.08,7.0,985500
Maseru,Heavy Rainfall,Moderate,Autumn,164,2.83,0.08,0.12,0.05,4.5,6182000
Butha-Buthe,Heavy Rainfall,Critical,Winter,486,2.74,0.14,0.19,0.08,6.5,16655000
Maseru,Drought,Low,Summer,11,1.55,0.08,0.12,0.05,4.5,61000
Qacha's Nek,Heavy Rainfall,Critical,Summer,241,2.81,0.15,0.22,0.09,7.0,9899000
Maseru,Heavy Rainfall,Low,Autumn,34,2.71,0.08,0.12,0.05,4.5,922500
Leribe,Strong Winds,Moderate,Spring,86,2.66,0.11,0.16,0.06,5.5,3685000
Maseru,Strong Winds,Critical,Summer,495,2.6,0.08,0.12,0.05,4.5,18459000
Berea,Drought,Critical,Spring,358,1.62,0.1,0.15,0.06,5.5,2325500
Leribe,Drought,Moderate,Winter,168,1.68,0.11,0.16,0.06,5.5,1134000
Thaba-Tseka,Heavy Rainfall,Low,Spring,30,2.6,0.16,0.23,0.09,7.5,1026500
Mokhotlong,Heavy Rainfall,Low,Autumn,43,2.65,0.17,0.24,0.1,8.0,1325000
Mohale's Hoek,Heavy Rainfall,Critical,Winter,433,2.8,0.13,0.19,0.07,6.0,16345500
Qacha's Nek,Strong Winds,Low,Winter,12,2.75,0.15,0.22,0.09,7.0,502000
Berea,Heavy Rainfall,Low,Autumn,38,2.89,0.1,0.15,0.06,5.5,1662000
Mokhotlong,Strong Winds,Low,Autumn,10,2.9,0.17,0.24,0.1,8.0,524500
Maseru,Strong Winds,Low,Autumn,19,2.79,0.08,0.12,0.05,4.5,862500
Leribe,Drought,Low,Winter,16,1.56,0.11,0.16,0.06,5.5,95500
Leribe,Strong Winds,Critical,Autumn,422,2.6,0.11,0.16,0.06,5.5,15487000
Butha-Buthe,Strong Winds,Low,Spring,10,2.4,0.14,0.19,0.08,6.5,484000
Butha-Buthe,Strong Winds,Moderate,Summer,171,2.65,0.14,0.19,0.08,6.5,7471500
Quthing,Heavy Rainfall,Moderate,Autumn,153,2.69,0.14,0.2,0.08,7.0,6259500
Maseru,Drought,Moderate,Winter,71,1.63,0.08,0.12,0.05,4.5,433000
Thaba-Tseka,Strong Winds,Moderate,Spring,69,2.57,0.16,0.23,0.09,7.5,2297000
Butha-Buthe,Strong Winds,Low,Autumn,29,2.41,0.14,0.19,0.08,6.5,719500
Mokhotlong,Strong Winds,Low,Winter,37,2.65,0.17,0.24,0.1,8.0,1460000
Leribe,Strong Winds,Moderate,Spring,95,2.66,0.11,0.16,0.06,5.5,4019500
Maseru,Strong Winds,Low,Winter,27,2.52,0.08,0.12,0.05,4.5,998500
Berea,Heavy Rainfall,Low,Winter,42,2.79,0.1,0.15,0.06,5.5,1541000
Maseru,Drought,Low,Winter,34,1.85,0.08,0.12,0.05,4.5,226500
Leribe,Drought,Low,Spring,48,1.54,0.11,0.16,0.06,5.5,303500
Thaba-Tseka,Heavy Rainfall,Moderate,Autumn,81,2.72,0.16,0.23,0.09,7.5,3193000
Mafeteng,Strong Winds,Moderate,Summer,93,2.59,0.12,0.18,0.07,6.0,3589500
Mafeteng,Drought,Low,Autumn,30,1.7,0.12,0.18,0.07,6.0,211000
Mokhotlong,Strong Winds,Low,Summer,48,2.62,0.17,0.24,0.1,8.0,2229500
Quthing,Drought,Moderate,Autumn,132,1.67,0.14,0.2,0.08,7.0,920000
Berea,Strong Winds,Moderate,Summer,179,2.56,0.1,0.15,0.06,5.5,7016000
Maseru,Strong Winds,Low,Winter,36,2.5,0.08,0.12,0.05,4.5,1419000
Mafeteng,Strong Winds,Low,Summer,23,2.39,0.12,0.18,0.07,6.0,713000
Qacha's Nek,Strong Winds,Moderate,Winter,136,2.57,0.15,0.22,0.09,7.0,4843000
Mohale's Hoek,Drought,Low,Spring,10,2.0,0.13,0.19,0.07,6.0,77000
Mafeteng,Heavy Rainfall,Critical,Winter,325,2.75,0.12,0.18,0.07,6.0,11931000
Qacha's Nek,Drought,Low,Spring,21,1.67,0.15,0.22,0.09,7.0,126500
Berea,Strong Winds,Critical,Autumn,248,2.62,0.1,0.15,0.06,5.5,9222500
Qacha's Nek,Strong Winds,Critical,Winter,371,2.53,0.15,0.22,0.09,7.0,12277500
Qacha's Nek,Drought,Moderate,Autumn,123,1.63,0.15,0.22,0.09,7.0,844000
Maseru,Strong Winds,Low,Autumn,40,2.65,0.08,0.12,0.05,4.5,1536000
Quthing,Heavy Rainfall,Critical,Winter,248,2.85,0.14,0.2,0.08,7.0,11315500
Butha-Buthe,Drought,Low,Spring,35,1.66,0.14,0.19,0.08,6.5,230500
Mohale's Hoek,Strong Winds,Critical,Autumn,487,2.59,0.13,0.19,0.07,6.0,17538000
Thaba-Tseka,Strong Winds,Moderate,Autumn,132,2.48,0.16,0.23,0.09,7.5,4461500
Leribe,Heavy Rainfall,Low,Summer,33,3.06,0.11,0.16,0.06,5.5,1320500
Leribe,Drought,Low,Autumn,19,1.63,0.11,0.16,0.06,5.5,123500
Berea,Strong Winds,Critical,Autumn,286,2.73,0.1,0.15,0.06,5.5,11866500
Quthing,Strong Winds,Critical,Summer,437,2.64,0.14,0.2,0.08,7.0,16616000
Thaba-Tseka,Heavy Rainfall,Low,Autumn,30,2.63,0.16,0.23,0.09,7.5,634500
Mohale's Hoek,Drought,Moderate,Autumn,141,1.56,0.13,0.19,0.07,6.0,978500
Maseru,Drought,Low,Winter,17,1.71,0.08,0.12,0.05,4.5,91500
Thaba-Tseka,Heavy Rainfall,Low,Winter,10,3.2,0.16,0.23,0.09,7.5,364500
Mohale's Hoek,Heavy Rainfall,Low,Summer,11,3.0,0.13,0.19,0.07,6.0,468000
Quthing,Drought,Low,Autumn,38,1.58,0.14,0.2,0.08,7.0,255000
Berea,Strong Winds,Critical,Spring,275,2.63,0.1,0.15,0.06,5.5,10721500
Mokhotlong,Heavy Rainfall,Low,Summer,22,2.91,0.17,0.24,0.1,8.0,909500
Qacha's Nek,Heavy Rainfall,Low,Autumn,28,2.86,0.15,0.22,0.09,7.0,1072500
Quthing,Drought,Moderate,Spring,171,1.56,0.14,0.2,0.08,7.0,1196500
Mohale's Hoek,Strong Winds,Low,Winter,19,2.53,0.13,0.19,0.07,6.0,626500
Thaba-Tseka,Strong Winds,Moderate,Autumn,111,2.62,0.16,0.23,0.09,7.5,3846500
